tailid;url;language
21573;https://www.politi.no/sogn_og_fjordane/kontakt_sogn_og_fjordane/KontaktInfo_62.xhtml;nb
21575;https://www.politi.no/international/;en
21575;https://www.politi.no/sogn_og_fjordane/kontakt_sogn_og_fjordane/KontaktInfo_81.xhtml;nb
21576;https://www.politi.no/;nb
21576;https://www.politi.no/international/;en
21577;https://www.politi.no/international/;en
21577;https://www.politi.no/sogn_og_fjordane/kontakt_sogn_og_fjordane/KontaktInfo_151.xhtml;nb
21578;https://www.politi.no/international/;en
21578;https://www.politi.no/sogn_og_fjordane/kontakt_sogn_og_fjordane/KontaktInfo_174.xhtml;nb
21579;https://www.politi.no/international/;en
21579;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_sunnmore/KontaktInfo_481.xhtml;nb
21580;https://www.politi.no/international/;en
21580;https://www.politi.no/sunnmore/kontakt_sunnmore/KontaktInfo_479.xhtml;nb
21581;https://www.politi.no/international/;en
21581;https://www.politi.no/sunnmore/kontakt_sunnmore/KontaktInfo_480.xhtml;nb
21582;https://www.politi.no/international/;en
21582;https://www.politi.no/sunnmore/;nb
21583;https://www.politi.no/international/;en
21583;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_sunnmore/KontaktInfo_474.xhtml;nb
21584;https://www.politi.no/international/;en
21584;https://www.politi.no/sunnmore/kontakt_sunnmore/KontaktInfo_472.xhtml;nb
21585;https://www.politi.no/international/;en
21585;https://www.politi.no/sunnmore/kontakt_sunnmore/KontaktInfo_471.xhtml;nb
21586;https://www.politi.no/international/;en
21586;https://www.politi.no/sunnmore/kontakt_sunnmore/KontaktInfo_473.xhtml;nb
21587;https://www.politi.no/international/;en
21587;https://www.politi.no/sogn_og_fjordane/kontakt_sogn_og_fjordane/KontaktInfo_167.xhtml;nb
21588;https://www.politi.no/international/;en
21588;https://www.politi.no/sunnmore/kontakt_sunnmore/KontaktInfo_461.xhtml;nb
21589;https://www.politi.no/international/;en
21589;https://www.politi.no/sunnmore/kontakt_sunnmore/KontaktInfo_478.xhtml;nb
21590;https://www.politi.no/international/;en
21590;https://www.politi.no/sunnmore/kontakt_sunnmore/KontaktInfo_468.xhtml;nb
21591;https://www.politi.no/international/;en
21591;https://www.politi.no/nordmore_og_romsdal/kontakt_nordmore_og_romsdal/KontaktInfo_496.xhtml;nb
21592;https://www.politi.no/international/;en
21592;https://www.politi.no/nordmore_og_romsdal/kontakt_nordmore_og_romsdal/KontaktInfo_54.xhtml;nb
21593;https://www.politi.no/international/;en
21593;https://www.politi.no/nordmore_og_romsdal/kontakt_nordmore_og_romsdal/KontaktInfo_114.xhtml;nb
21594;https://www.politi.no/international/;en
21594;https://www.politi.no/nordmore_og_romsdal/kontakt_nordmore_og_romsdal/KontaktInfo_129.xhtml;nb
21595;https://www.politi.no/international/;en
21595;https://www.politi.no/nordmore_og_romsdal/kontakt_nordmore_og_romsdal/KontaktInfo_152.xhtml;nb
21596;https://www.politi.no/international/;en
21596;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_sunnmore/KontaktInfo_475.xhtml;nb
21597;https://www.politi.no/international/;en
21597;https://www.politi.no/nordmore_og_romsdal/kontakt_nordmore_og_romsdal/KontaktInfo_511.xhtml;nb
21598;https://www.politi.no/international/;en
21598;https://www.politi.no/nordmore_og_romsdal/kontakt_nordmore_og_romsdal/KontaktInfo_21.xhtml;nb
21599;http://www.politi.no/international/;en
21599;https://www.politi.no/nordmore_og_romsdal/kontakt_nordmore_og_romsdal/KontaktInfo_25.xhtml;nb
21600;https://www.politi.no/international/;en
21600;https://www.politi.no/nordmore_og_romsdal/kontakt_nordmore_og_romsdal/KontaktInfo_60.xhtml;nb
21601;https://www.politi.no/international/;en
21601;https://www.politi.no/nordmore_og_romsdal/kontakt_nordmore_og_romsdal/KontaktInfo_543.xhtml;nb
21602;https://www.politi.no/international/;en
21602;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_sogn_og_fjordane/;nb
21603;https://www.politi.no/international/;en
21603;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_sogn_og_fjordane/KontaktInfo_36.xhtml;nb
21604;https://www.politi.no/international/;en
21604;https://www.politi.no/sogn_og_fjordane/kontakt_sogn_og_fjordane/KontaktInfo_38.xhtml;nb
21605;https://www.politi.no/international/;en
21605;https://www.politi.no/sogn_og_fjordane/kontakt_sogn_og_fjordane/KontaktInfo_48.xhtml;nb
21606;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_549.xhtml;nb
21606;https://www.politi.no/international/;en
21607;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_123.xhtml;nb
21607;https://www.politi.no/international/;en
21608;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_546.xhtml;nb
21608;https://www.politi.no/international/;en
21611;http://www.politi.no/international/;en
21611;https://www.politi.no/haugaland_og_sunnhordland/kontakt_haugaland_og_sunnhordland/KontaktInfo_358.xhtml;nb
21612;http://www.politi.no/international/;en
21612;https://www.politi.no/haugaland_og_sunnhordland/kontakt_haugaland_og_sunnhordland/KontaktInfo_362.xhtml;nb
21614;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_554.xhtml;nb
21614;https://www.politi.no/international/;en
21615;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_172.xhtml;nb
21615;https://www.politi.no/international/;en
21618;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_33.xhtml;nb
21618;https://www.politi.no/international/;en
21621;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_30.xhtml;nb
21621;https://www.politi.no/international/;en
21622;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_32.xml;nb
21622;https://www.politi.no/international/;en
21625;https://www.politi.no/international/;en
21625;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_sogn_og_fjordane/KontaktInfo_22.xhtml;nb
21626;https://www.politi.no/;nb
21626;https://www.politi.no/international/;en
21627;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_68.xhtml;nb
21627;https://www.politi.no/international/;en
21628;https://www.politi.no/international/;en
21628;https://www.politi.no/sogn_og_fjordane/kontakt_sogn_og_fjordane/KontaktInfo_77.xhtml;nb
21629;https://www.politi.no/international/;en
21629;https://www.politi.no/sogn_og_fjordane/kontakt_sogn_og_fjordane/KontaktInfo_79.xml;nb
21631;https://www.politi.no/international/;en
21631;https://www.politi.no/sogn_og_fjordane/kontakt_sogn_og_fjordane/KontaktInfo_99.xhtml;nb
21632;https://www.politi.no/international/;en
21632;https://www.politi.no/sogn_og_fjordane/kontakt_sogn_og_fjordane/KontaktInfo_102.xhtml;nb
21633;https://www.politi.no/international/;en
21633;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_sogn_og_fjordane/;nb
21634;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_548.xml;nb
21634;https://www.politi.no/international/;en
21635;https://www.politi.no/international/;en
21635;https://www.politi.no/sogn_og_fjordane/kontakt_sogn_og_fjordane/KontaktInfo_171.xhtml;nb
21636;https://www.politi.no/international/;en
21636;https://www.politi.no/sogn_og_fjordane/kontakt_sogn_og_fjordane/KontaktInfo_180.xhtml;nb
21637;https://www.politi.no/international/;en
21637;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_sogn_og_fjordane/KontaktInfo_50.xhtml;nb
21638;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_547.xhtml;nb
21638;https://www.politi.no/international/;en
21639;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_55.xhtml;nb
21639;https://www.politi.no/international/;en
21640;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_556.xhtml;nb
21640;https://www.politi.no/international/;en
21641;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_118.xhtml;nb
21641;https://www.politi.no/international/;en
21643;https://www.politi.no/;nb
21643;https://www.politi.no/international/;en
21644;https://www.politi.no/international/;en
21644;https://www.politi.no/rogaland/kontakt_rogaland/KontaktInfo_299.xhtml;nb
21645;https://www.politi.no/international/;en
21645;https://www.politi.no/rogaland/kontakt_rogaland/KontaktInfo_221.xhtml;nb
21646;https://www.politi.no/international/;en
21646;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_rogaland/KontaktInfo_222.xhtml;nb
21648;https://www.politi.no/;nb
21648;https://www.politi.no/international/;en
21649;https://www.politi.no/international/;en
21649;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_rogaland/KontaktInfo_309.xhtml;nb
21650;https://www.politi.no/international/;en
21650;https://www.politi.no/rogaland/kontakt_rogaland/KontaktInfo_218.xhtml;nb
21651;https://www.politi.no/international/;en
21651;https://www.politi.no/rogaland/kontakt_rogaland/KontaktInfo_220.xhtml;nb
21652;https://www.politi.no/international/;en
21652;https://www.politi.no/rogaland/kontakt_rogaland/KontaktInfo_223.xhtml;nb
21653;https://www.politi.no/international/;en
21653;https://www.politi.no/rogaland/kontakt_rogaland/KontaktInfo_302.xhtml;nb
21654;https://www.politi.no/international/;en
21654;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_rogaland/;nb
21655;https://www.politi.no/international/;en
21655;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_rogaland/KontaktInfo_308.xhtml;nb
21656;http://www.politi.no/international/;en
21656;https://www.politi.no/haugaland_og_sunnhordland/kontakt_haugaland_og_sunnhordland/KontaktInfo_72.xhtml;nb
21657;http://www.politi.no/international/;en
21657;https://www.politi.no/haugaland_og_sunnhordland/kontakt_haugaland_og_sunnhordland/KontaktInfo_82.xhtml;nb
21658;http://www.politi.no/international/;en
21658;https://www.politi.no/haugaland_og_sunnhordland/;nb
21660;http://www.politi.no/international/;en
21660;https://www.politi.no/haugaland_og_sunnhordland/kontakt_haugaland_og_sunnhordland/KontaktInfo_367.xhtml;nb
21661;http://www.politi.no/international/;en
21661;https://www.politi.no/haugaland_og_sunnhordland/kontakt_haugaland_og_sunnhordland/KontaktInfo_363.xhtml;nb
21662;http://www.politi.no/international/;en
21662;https://www.politi.no/haugaland_og_sunnhordland/kontakt_haugaland_og_sunnhordland/KontaktInfo_364.xhtml;nb
21663;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_70.xhtml;nb
21663;https://www.politi.no/international/;en
21664;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_552.xhtml;nb
21664;https://www.politi.no/international/;en
21665;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_88.xhtml;nb
21665;https://www.politi.no/international/;en
21666;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_553.xhtml;nb
21666;https://www.politi.no/international/;en
21667;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_555.xhtml;nb
21667;https://www.politi.no/international/;en
21668;https://www.politi.no/international/;en
21668;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_rogaland/;nb
21669;https://www.politi.no/international/;en
21669;https://www.politi.no/rogaland/kontakt_rogaland/KontaktInfo_41.xhtml;nb
21670;https://www.politi.no/international/;en
21670;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_rogaland/KontaktInfo_35.xhtml;nb
21671;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_146.xhtml;nb
21671;https://www.politi.no/international/;en
21672;https://www.politi.no/hordaland/kontakt_hordaland/KontaktInfo_24.xhtml;nb
21672;https://www.politi.no/international/;en
21674;http://www.politi.no/international/;en
21674;https://www.politi.no/haugaland_og_sunnhordland/kontakt_haugaland_og_sunnhordland/KontaktInfo_360.xhtml;nb
21675;http://www.politi.no/international/;en
21675;https://www.politi.no/haugaland_og_sunnhordland/kontakt_haugaland_og_sunnhordland/KontaktInfo_365.xhtml;nb
21676;http://www.politi.no/international/;en
21676;https://www.politi.no/haugaland_og_sunnhordland/kontakt_haugaland_og_sunnhordland/KontaktInfo_361.xhtml;nb
21677;https://www.politi.no/international/;en
21677;https://www.politi.no/telemark/kontakt_telemark/KontaktInfo_338.xhtml;nb
21678;https://www.politi.no/international/;en
21678;https://www.politi.no/telemark/kontakt_telemark/KontaktInfo_339.xhtml;nb
21679;https://www.politi.no/international/;en
21679;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_telemark/KontaktInfo_332.xhtml;nb
21680;https://www.politi.no/international/;en
21680;https://www.politi.no/telemark/kontakt_telemark/KontaktInfo_334.xhtml;nb
21681;http://www.politi.no/international/;en
21681;https://www.politi.no/agder/kontakt_agder/;nb
21682;http://www.politi.no/international/;en
21682;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_65.xhtml;nb
21683;http://www.politi.no/international/;en
21683;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_134.xhtml;nb
21684;http://www.politi.no/international/;en
21684;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_34.xhtml;nb
21685;http://www.politi.no/international/;en
21685;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_52.xhtml;nb
21686;http://www.politi.no/international/;en
21686;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_61.xhtml;nb
21687;http://www.politi.no/international/;en
21687;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_95.xhtml;nb
21689;http://www.politi.no/international/;en
21689;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_161.xhtml;nb
21690;http://www.politi.no/international/;en
21690;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_168.xhtml;nb
21691;http://www.politi.no/international/;en
21691;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_178.xhtml;nb
21692;http://www.politi.no/international/;en
21692;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_86.xhtml;nb
21693;http://www.politi.no/international/;en
21693;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_128.xhtml;nb
21694;http://www.politi.no/international/;en
21694;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_173.xhtml;nb
21695;http://www.politi.no/international/;en
21695;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_37.xhtml;nb
21696;http://www.politi.no/international/;en
21696;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_44.xhtml;nb
21697;http://www.politi.no/international/;en
21697;https://www.politi.no/agder/kontakt_agder/KontaktInfo_155.xhtml;nb
21698;http://www.politi.no/international/;en
21698;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_166.xhtml;nb
21699;http://www.politi.no/international/;en
21699;https://www.politi.no/agder/kontakt_agder/KontaktInfo_169.xhtml;nb
21700;http://www.politi.no/international/;en
21700;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_105.xhtml;nb
21701;http://www.politi.no/international/;en
21701;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_49.xhtml;nb
21702;http://www.politi.no/international/;en
21702;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_45.xhtml;nb
21703;http://www.politi.no/international/;en
21703;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_78.xhtml;nb
21704;https://www.politi.no/international/;en
21704;https://www.politi.no/telemark/;nb
21705;https://www.politi.no/international/;en
21705;https://www.politi.no/telemark/kontakt_telemark/KontaktInfo_419.xhtml;nb
21706;http://www.politi.no/international/;en
21706;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_89.xhtml;nb
21707;http://www.politi.no/international/;en
21707;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_97.xhtml;nb
21708;http://www.politi.no/international/;en
21708;https://www.politi.no/agder/kontakt_agder/KontaktInfo_100.xhtml;nb
21709;http://www.politi.no/international/;en
21709;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_agder/KontaktInfo_106.xhtml;nb
21710;https://www.politi.no/international/;en
21710;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_rogaland/;nb
21711;http://www.politi.no/international/;en
21711;https://www.politi.no/agder/kontakt_agder/KontaktInfo_181.xhtml;nb
21712;https://www.politi.no/international/;en
21712;https://www.politi.no/sondre_buskerud/kontakt_sondre_buskerud/KontaktInfo_427.xhtml;nb
21713;https://www.politi.no/international/;en
21713;https://www.politi.no/nordre_buskerud/kontakt_nordre_buskerud/KontaktInfo_122.xhtml;nb
21714;https://www.politi.no/international/;en
21714;https://www.politi.no/sondre_buskerud/kontakt_sondre_buskerud/KontaktInfo_428.xhtml;nb
21715;https://www.politi.no/international/;en
21715;https://www.politi.no/sondre_buskerud/kontakt_sondre_buskerud/KontaktInfo_426.xhtml;nb
21718;https://www.politi.no/international/;en
21718;https://www.politi.no/vestfold/kontakt_vestfold/KontaktInfo_7.xhtml;nb
21720;https://www.politi.no/;nb
21720;https://www.politi.no/international/;en
21721;https://www.politi.no/international/;en
21721;https://www.politi.no/kontakt_oss/kontakt_ditt_politidistrikt/kontakt_sondre_buskerud/KontaktInfo_389.xhtml;nb
21722;https://www.politi.no/international/;en
21722;https://www.politi.no/vestfold/kontakt_vestfold/KontaktInfo_9.xhtml;nb
